날짜변수,메뉴,상관계수
is_weekend,연회장_Convention Hall,0.40447128268155985
month,카페테리아_아메리카노(ICE),0.40269510078389675
month,포레스트릿_스프라이트,0.4026716680365954
month,포레스트릿_페스츄리 소시지,0.40227637638585306
quarter,화담숲주막_느린마을 막걸리,0.4020464619003758
dayofyear,카페테리아_짜장밥,0.4008205090440002
dayofyear,카페테리아_구슬아이스크림,0.4007367608111648
dayofyear,포레스트릿_스프라이트,0.4004065252626062
ski_season,화담숲주막_해물파전,0.40015688824835277
month,카페테리아_짜장면,0.3988097449341835
ski_season,화담숲주막_단호박 식혜 ,0.3982550371611483
quarter,화담숲카페_아메리카노 HOT,0.39808091977410076
dayofyear,카페테리아_치즈돈까스,0.3977187582230466
dayofyear,카페테리아_아메리카노(ICE),0.39758383432638983
dayofyear,포레스트릿_페스츄리 소시지,0.3974918211911892
month,카페테리아_아메리카노(HOT),0.3956087216768212
ski_season,담하_한우 떡갈비 정식,0.39481719955870415
dayofweek,담하_공깃밥,0.3947507904810751
is_weekend,연회장_골뱅이무침,0.3941537653436995
weekofyear,포레스트릿_스프라이트,0.39345042325374613
dayofyear,카페테리아_짜장면,0.3925686657133998
quarter,카페테리아_복숭아 아이스티,0.3925597769595729
quarter,카페테리아_카페라떼(ICE),0.3925356507920408
quarter,화담숲주막_해물파전,0.39241096118034563
weekofyear,카페테리아_아메리카노(ICE),0.3922126252246687
quarter,담하_(정식) 된장찌개,0.3921073356743352
month,포레스트릿_꼬치어묵,0.3909003801070555
weekofyear,카페테리아_구슬아이스크림,0.39063305990788355
is_weekend,연회장_모둠 돈육구이(3인),0.38995431409456227
ski_season,라그로타_까르보나라,0.38883759496362924
ski_season,느티나무 셀프BBQ_잔디그늘집 대여료 (6인석),0.3885963093873949
quarter,카페테리아_새우튀김 우동,0.3885516451030827
dayofweek,담하_한우 떡갈비 정식,0.38813014265421447
year,담하_들깨 양지탕,0.38803463780541614
dayofyear,카페테리아_아메리카노(HOT),0.38784343647529707
weekofyear,카페테리아_짜장밥,0.3867790064954141
quarter,담하_담하 한우 불고기 정식,0.3864003260224095
month,카페테리아_한상 삼겹구이 정식(2인) 소요시간 약 15~20분,0.3862964825577682
weekofyear,카페테리아_치즈돈까스,0.3858404055418509
month,포레스트릿_치즈 핫도그,0.38546313160083184
weekofyear,포레스트릿_페스츄리 소시지,0.3848511066974917
dayofyear,포레스트릿_꼬치어묵,0.38450812705549825
month,포레스트릿_아메리카노(HOT),0.38437708159598255
ski_season,화담숲주막_찹쌀식혜,0.38370161767721583
weekofyear,카페테리아_짜장면,0.38368205455149346
quarter,포레스트릿_코카콜라,0.3833680750203969
month,포레스트릿_생수,0.3822583312405844
quarter,카페테리아_샷 추가,0.38177301560070986
quarter,미라시아_버드와이저(무제한),0.38149162688301774
month,포레스트릿_카페라떼(HOT),0.38124372861899014
dayofyear,포레스트릿_치즈 핫도그,0.38032528400045773
dayofyear,카페테리아_한상 삼겹구이 정식(2인) 소요시간 약 15~20분,0.37951127255026773
is_weekend,"미라시아_(단체)브런치주중 36,000",0.3790411715750799
dayofyear,포레스트릿_생수,0.37898041489618167
month,카페테리아_카페라떼(HOT),0.37851582227782665
dayofyear,포레스트릿_아메리카노(HOT),0.378031684452956
ski_season,화담숲카페_아메리카노 HOT,0.37733807486514326
weekofyear,포레스트릿_꼬치어묵,0.3767939601768285
dayofyear,포레스트릿_카페라떼(HOT),0.3762729794945233
quarter,화담숲주막_병천순대,0.375946579065126
is_weekend,연회장_로제 치즈떡볶이,0.37562855587479743
weekofyear,포레스트릿_생수,0.3755308945414962
year,라그로타_해산물 토마토 리조또,0.37334966251921015
weekofyear,포레스트릿_치즈 핫도그,0.37192117679265846
weekofyear,카페테리아_아메리카노(HOT),0.37133784007491155
month,카페테리아_짬뽕,0.3704067923114792
dayofyear,카페테리아_카페라떼(HOT),0.3702039973856843
quarter,포레스트릿_스프라이트,0.3698987633755579
weekofyear,카페테리아_한상 삼겹구이 정식(2인) 소요시간 약 15~20분,0.3695636590762844
quarter,담하_꼬막 비빔밥,0.36885576622494265
quarter,카페테리아_구슬아이스크림,0.3681984996339372
is_weekend,"느티나무 셀프BBQ_대여료 90,000원",0.36776877242234696
ski_season,연회장_골뱅이무침,0.36759126100193223
is_weekend,담하_한우 미역국 정식,0.3669273803466164
ski_season,연회장_매콤 무뼈닭발&계란찜,0.36517359553256745
is_holiday,미라시아_브런치(대인) 주말,0.3651359627944417
weekofyear,포레스트릿_아메리카노(HOT),0.3642324626127007
quarter,카페테리아_아메리카노(ICE),0.3641536397542513
month,미라시아_버드와이저(무제한),0.3640067414815115
dayofyear,카페테리아_짬뽕,0.36265079160167224
ski_season,연회장_모둠 돈육구이(3인),0.36090222892330587
month,카페테리아_짬뽕밥,0.36076625918588445
quarter,포레스트릿_페스츄리 소시지,0.3600417287863858
ski_season,화담숲주막_스프라이트,0.3587488422936559
ski_season,화담숲카페_현미뻥스크림,0.35873583473172926
month,포레스트릿_떡볶이,0.35831714660330816
dayofyear,미라시아_버드와이저(무제한),0.3574659202838484
weekofyear,카페테리아_짬뽕,0.3573983344372896
quarter,카페테리아_짜장밥,0.3573335218896829
quarter,화담숲주막_스프라이트,0.35554283152934024
quarter,라그로타_그릴드 비프 샐러드,0.355257995257647
quarter,화담숲주막_콜라,0.35514834824272257
is_weekend,연회장_Conference L3,0.35491498348852074
dayofyear,포레스트릿_아메리카노(ICE),0.35383186395769933
month,포레스트릿_아메리카노(ICE),0.3537401090843498
month,카페테리아_어린이 돈까스,0.35352994876388577
ski_season,화담숲주막_콜라,0.3525506086305209
weekofyear,카페테리아_카페라떼(HOT),0.352085611413598
quarter,카페테리아_치즈돈까스,0.3517395056621767
dayofyear,포레스트릿_떡볶이,0.35148943918024667
dayofweek,연회장_로제 치즈떡볶이,0.3513950960403042
dayofyear,카페테리아_짬뽕밥,0.35133848016392166
weekofyear,포레스트릿_아메리카노(ICE),0.3510408229105471
weekofyear,포레스트릿_카페라떼(HOT),0.35049088012646595
is_weekend,연회장_Conference M9,0.35047513084020904
season,미라시아_쉬림프 투움바 파스타,0.34932806617819756
dayofyear,카페테리아_어린이 돈까스,0.3491657978893205
quarter,포레스트릿_꼬치어묵,0.3491225366232754
dayofweek,"느티나무 셀프BBQ_대여료 90,000원",0.3491063970000552
month,카페테리아_수제 등심 돈까스,0.34905097307711885
dayofweek,연회장_돈목살 김치찌개 (밥포함),0.34886316044425447
quarter,카페테리아_아메리카노(HOT),0.34804953349765094
weekofyear,포레스트릿_떡볶이,0.34757117262341797
weekofyear,미라시아_버드와이저(무제한),0.34736494635587695
is_weekend,담하_담하 한우 불고기,0.3472370680184158
month,카페테리아_공깃밥(추가),0.3469033996817939
quarter,포레스트릿_생수,0.34672841776540797
dayofyear,담하_(정식) 된장찌개,0.3462256203433679
weekofyear,카페테리아_짬뽕밥,0.34605237077713363
dayofweek,담하_(후식) 된장찌개,0.3449894985759861
quarter,카페테리아_짜장면,0.344713461029683
is_weekend,라그로타_Gls.미션 서드,0.3444360671153903
dayofweek,미라시아_BBQ Platter,0.34434082733239474
is_weekend,연회장_Conference L1,0.34321943350791084
dayofyear,담하_꼬막 비빔밥,0.3424600062452538
is_weekend,라그로타_해산물 토마토 스파게티,0.3424140630678351
dayofyear,카페테리아_수제 등심 돈까스,0.3414330539587205
is_holiday_eve,미라시아_보일링 랍스타 플래터(덜매운맛),0.3413100364387814
month,담하_(정식) 된장찌개,0.34112479592494166
dayofyear,담하_담하 한우 불고기 정식,0.34065947063229673
quarter,포레스트릿_치즈 핫도그,0.3399884633573893
weekofyear,카페테리아_어린이 돈까스,0.33962303114798614
weekofyear,담하_(정식) 된장찌개,0.33954310649048125
dayofyear,카페테리아_공깃밥(추가),0.3392580097318289
ski_season,연회장_주먹밥 (2ea),0.33839755935083554
is_holiday_eve,담하_공깃밥,0.3380483591405008
weekofyear,담하_꼬막 비빔밥,0.33755896925919493
dayofweek,느티나무 셀프BBQ_잔디그늘집 대여료 (6인석),0.3374291936742703
month,화담숲주막_참살이 막걸리,0.33713367603731526
dayofyear,라그로타_그릴드 비프 샐러드,0.33679880476199187
dayofweek,담하_담하 한우 불고기,0.3365285866597249
month,담하_꼬막 비빔밥,0.3362666931727882
month,담하_담하 한우 불고기 정식,0.3348388710450258
dayofyear,화담숲주막_참살이 막걸리,0.33423733032799663
is_weekend,담하_(후식) 된장찌개,0.3339852255612167
month,라그로타_그릴드 비프 샐러드,0.3338428884820915
ski_season,연회장_돈목살 김치찌개 (밥포함),0.3334387651173157
is_weekend,연회장_Cookie Platter,0.33313457234138477
weekofyear,담하_담하 한우 불고기 정식,0.3331273664673443
weekofyear,카페테리아_수제 등심 돈까스,0.3330811972415539
quarter,카페테리아_카페라떼(HOT),0.33273937646387175
season,미라시아_미라시아 브런치 (패키지),0.3325835921118617
dayofweek,미라시아_(화덕) 불고기 페퍼로니 반반피자,0.33190177209374466
is_weekend,연회장_주먹밥 (2ea),0.3316407464498188
month,카페테리아_새우 볶음밥,0.3310194288754305
weekofyear,라그로타_그릴드 비프 샐러드,0.3307718756407343
quarter,포레스트릿_카페라떼(HOT),0.33061220494349763
season,미라시아_BBQ Platter,0.3304603131863663
month,미라시아_공깃밥,0.3298950082945887
month,포레스트릿_카페라떼(ICE),0.32951321696012087
dayofweek,담하_한우 우거지 국밥,0.32937081631617504
quarter,포레스트릿_아메리카노(HOT),0.3290747626954577
is_weekend,느티나무 셀프BBQ_BBQ55(단체),0.3282986354726542
is_weekend,연회장_돈목살 김치찌개 (밥포함),0.32829235810706064
is_weekend,느티나무 셀프BBQ_카스 병(단체),0.32810434380287934
dayofyear,포레스트릿_카페라떼(ICE),0.3276420752120892
month,화담숲주막_느린마을 막걸리,0.32747642634791047
weekofyear,카페테리아_공깃밥(추가),0.3270753935505162
dayofyear,미라시아_공깃밥,0.32704057392726776
is_weekend,연회장_Conference M1,0.32639928259317125
weekofyear,포레스트릿_카페라떼(ICE),0.3259632121619979
is_holiday,미라시아_브런치(어린이),0.3258773145926398
weekofyear,화담숲주막_참살이 막걸리,0.32503580689062306
dayofyear,카페테리아_새우 볶음밥,0.3250193284380159
is_holiday,담하_한우 미역국 정식,0.32420731525509444
is_weekend,라그로타_Gls.Sileni,0.32419534300722563
quarter,포레스트릿_떡볶이,0.323820084177501
dayofyear,화담숲주막_느린마을 막걸리,0.32222027378843826
year,라그로타_시저 샐러드 ,0.32135673346162935
is_weekend,포레스트릿_카페라떼(ICE),0.32100121306803925
dayofweek,라그로타_Gls.Sileni,0.32037365335074225
quarter,미라시아_공깃밥,0.3192419758505877
quarter,미라시아_칠리 치즈 프라이,0.31900749165233194
ski_season,담하_은이버섯 갈비탕,0.31868832836795813
is_weekend,미라시아_브런치(어린이),0.31813310551502855
is_weekend,담하_생목살 김치찌개,0.3170324439875588
quarter,카페테리아_짬뽕,0.3161118388483619
month,미라시아_칠리 치즈 프라이,0.31581439173758474
month,화담숲카페_아메리카노 HOT,0.31570117908349393
weekofyear,카페테리아_새우 볶음밥,0.3154874323507355
ski_season,느티나무 셀프BBQ_잔디그늘집 대여료 (12인석),0.3151874266473768
dayofyear,미라시아_칠리 치즈 프라이,0.3150085614332085
dayofweek,라그로타_해산물 토마토 리조또,0.3147795879674619
is_weekend,담하_황태해장국,0.3135331563692885
dayofyear,화담숲카페_아메리카노 HOT,0.3130469054092591
weekofyear,화담숲주막_느린마을 막걸리,0.31271735551341756
month,화담숲주막_해물파전,0.3126545049184861
quarter,화담숲카페_메밀미숫가루,0.31189322236563816
quarter,미라시아_쉬림프 투움바 파스타,0.3116657903427035
quarter,화담숲주막_단호박 식혜 ,0.3112242083512032
is_holiday,담하_공깃밥,0.31034709772035424
is_weekend,연회장_Grand Ballroom,0.3102754464868229
quarter,카페테리아_짬뽕밥,0.3101407877169877
dayofweek,느티나무 셀프BBQ_친환경 접시 23cm,0.3098528666775481
quarter,화담숲주막_찹쌀식혜,0.3095165920119478
weekofyear,미라시아_칠리 치즈 프라이,0.3089457412202238
is_weekend,연회장_Conference L2,0.30819822021045834
ski_season,라그로타_버섯 크림 리조또,0.30746866994067906
is_weekend,느티나무 셀프BBQ_콜라 (단체),0.3069875689385822
is_weekend,느티나무 셀프BBQ_참이슬 (단체),0.30666399690967155
is_weekend,연회장_OPUS 2,0.30657197480359094
weekofyear,화담숲카페_아메리카노 HOT,0.30651912805575554
ski_season,라그로타_콜라,0.3063051627665326
dayofyear,화담숲주막_해물파전,0.3062924604047215
weekofyear,미라시아_공깃밥,0.3061785657913442
quarter,포레스트릿_아메리카노(ICE),0.30601110962550304
is_weekend,느티나무 셀프BBQ_스프라이트 (단체),0.3046342233277382
season,담하_꼬막 비빔밥,0.3038885988231439
quarter,화담숲카페_현미뻥스크림,0.30219358093997795
season,미라시아_버드와이저(무제한),0.3021686268216069
month,카페테리아_돼지고기 김치찌개,0.30193600453854197
month,미라시아_쉬림프 투움바 파스타,0.30106980420742374
year,라그로타_빵 추가 (1인),0.3005040465050574
ski_season,미라시아_공깃밥,0.29979588386365646
quarter,카페테리아_공깃밥(추가),0.29971521878005675
quarter,카페테리아_수제 등심 돈까스,0.2995572714247389
season,미라시아_코카콜라,0.29873315548686813
dayofyear,미라시아_쉬림프 투움바 파스타,0.29843053538423026
quarter,카페테리아_어린이 돈까스,0.2977672738479399
is_weekend,포레스트릿_아메리카노(ICE),0.2976323145643241
weekofyear,화담숲주막_해물파전,0.2976035871677461
month,화담숲주막_병천순대,0.2974931264478304
ski_season,미라시아_BBQ Platter,0.29746720553414235
is_weekend,느티나무 셀프BBQ_친환경 접시 23cm,0.2973726282934648
dayofweek,연회장_주먹밥 (2ea),0.29554269835536146
month,카페테리아_약 고추장 돌솥비빔밥,0.29526349284881065
dayofweek,연회장_매콤 무뼈닭발&계란찜,0.2951035100241158
year,카페테리아_진사골 설렁탕,0.29388561497824456
dayofyear,카페테리아_돼지고기 김치찌개,0.29358827171597485
is_weekend,미라시아_버드와이저(무제한),0.291864333989598
dayofyear,화담숲주막_병천순대,0.2918480479282643
dayofweek,느티나무 셀프BBQ_일회용 종이컵,0.2913979324697285
is_holiday_eve,담하_(후식) 된장찌개,0.2905494007575103
season,미라시아_핑크레몬에이드,0.2905235104250952
is_holiday,담하_한우 떡갈비 정식,0.2901018888287418
weekofyear,미라시아_쉬림프 투움바 파스타,0.2898975471935892
is_weekend,느티나무 셀프BBQ_잔디그늘집 대여료 (6인석),0.2893850083179028
dayofyear,카페테리아_약 고추장 돌솥비빔밥,0.288947160623784
ski_season,라그로타_AUS (200g),0.28781592182124444
ski_season,담하_콜라,0.28758110725243863
quarter,포레스트릿_카페라떼(ICE),0.28605532627414065
is_holiday_eve,미라시아_파스타면 추가(150g),0.2857757261822668
ski_season,담하_갑오징어 비빔밥,0.28568922872223285
quarter,담하_(정식) 비빔냉면,0.2855362594482316
weekofyear,카페테리아_돼지고기 김치찌개,0.28522191766934707
quarter,미라시아_보일링 랍스타 플래터,0.2841498484357957
is_weekend,미라시아_애플망고 에이드,0.28393045029657316
dayofweek,담하_메밀면 사리,0.2836195147486027
is_weekend,연회장_매콤 무뼈닭발&계란찜,0.28361937600767295
is_weekend,담하_참이슬,0.2832331492915318
quarter,카페테리아_새우 볶음밥,0.28323246846015065
weekofyear,카페테리아_약 고추장 돌솥비빔밥,0.2830479783322664
weekofyear,화담숲주막_병천순대,0.2824219380450175
month,화담숲주막_스프라이트,0.282304377906732
is_weekend,느티나무 셀프BBQ_햇반,0.2819382176628688
is_holiday_eve,담하_담하 한우 불고기,0.2817920529205405
is_weekend,담하_메밀면 사리,0.2812583789684111
dayofweek,느티나무 셀프BBQ_햇반,0.2807239292655287
month,화담숲주막_콜라,0.28026895329273027
is_weekend,느티나무 셀프BBQ_친환경 접시 14cm,0.2789614544786111
year,담하_갑오징어 비빔밥,0.27768402199223075
is_weekend,느티나무 셀프BBQ_일회용 종이컵,0.27762271629064716
ski_season,느티나무 셀프BBQ_신라면,0.2775353959280609
is_weekend,미라시아_파스타면 추가(150g),0.2772357124113874
dayofyear,화담숲주막_스프라이트,0.2767723143035403
quarter,미라시아_브런치(대인) 주중,0.276039295204188
is_weekend,연회장_Conference M8,0.2757243021298322
ski_season,담하_스프라이트,0.2750319383041892
season,담하_담하 한우 불고기 정식,0.2747377687066621
ski_season,느티나무 셀프BBQ_잔디그늘집 의자 추가,0.2744701912154964
dayofyear,화담숲주막_콜라,0.27391391795035597
dayofweek,느티나무 셀프BBQ_잔디그늘집 의자 추가,0.27390700144218794
is_weekend,카페테리아_단체식 18000(신),0.2737183658544704
ski_season,라그로타_한우 (200g),0.2734660038701432
dayofweek,라그로타_빵 추가 (1인),0.27330614576289214
dayofweek,느티나무 셀프BBQ_잔디그늘집 대여료 (12인석),0.2732414856288051
dayofweek,느티나무 셀프BBQ_친환경 접시 14cm,0.2715800308994681
dayofweek,느티나무 셀프BBQ_허브솔트,0.27126772088422035
dayofyear,미라시아_보일링 랍스타 플래터,0.27010750063748634
dayofweek,느티나무 셀프BBQ_쌈장,0.2683975367073443
weekofyear,화담숲주막_스프라이트,0.2683640743178652
quarter,느티나무 셀프BBQ_잔디그늘집 대여료 (6인석),0.2675552244935552
dayofweek,담하_한우 미역국 정식,0.26725233670459286
is_weekend,화담숲주막_찹쌀식혜,0.26631973380033885
weekofyear,화담숲주막_콜라,0.2655030476881326
is_weekend,화담숲카페_현미뻥스크림,0.26497079345486785
is_holiday,담하_생목살 김치찌개,0.26493996031757755
is_weekend,담하_한우 차돌박이 된장찌개,0.2649246131086758
is_weekend,카페테리아_어린이 돈까스,0.2649133406321394
dayofweek,화담숲주막_찹쌀식혜,0.2648807545956202
quarter,느티나무 셀프BBQ_1인 수저세트,0.2645723162478877
year,미라시아_브런치(어린이),0.26452269703297415
is_holiday,담하_한우 차돌박이 된장찌개,0.26404513424132253
month,미라시아_보일링 랍스타 플래터,0.26402418954366114
ski_season,느티나무 셀프BBQ_BBQ55(단체),0.26371128444029773
is_holiday_eve,미라시아_BBQ Platter,0.2636982206340622
weekofyear,미라시아_보일링 랍스타 플래터,0.2629161780156409
dayofweek,연회장_왕갈비치킨,0.26205961071269573
dayofweek,담하_황태해장국,0.2608605809589244
is_weekend,느티나무 셀프BBQ_쌈장,0.2602825772079831
is_weekend,느티나무 셀프BBQ_허브솔트,0.26018293743755777
ski_season,느티나무 셀프BBQ_햇반,0.2593052196557782
year,담하_(단체) 생목살 김치전골 2.0,0.25907636418473917
dayofweek,포레스트릿_아메리카노(ICE),0.25866071387573425
dayofweek,화담숲카페_현미뻥스크림,0.2583966590819261
dayofweek,포레스트릿_카페라떼(ICE),0.2573761201861768
dayofweek,화담숲카페_메밀미숫가루,0.2572626962899002
quarter,카페테리아_돼지고기 김치찌개,0.25702184196502026
dayofyear,담하_(정식) 비빔냉면,0.25694213214745976
season,카페테리아_어린이 돈까스,0.25659681357223924
year,연회장_왕갈비치킨,0.2564970360806207
dayofweek,라그로타_자몽리치에이드,0.25638095402088323
ski_season,라그로타_해산물 토마토 스튜 파스타,0.256129041902295
dayofweek,느티나무 셀프BBQ_1인 수저세트,0.25525717412934124
season,미라시아_스프라이트,0.25518236361444485
ski_season,미라시아_브런치(어린이),0.25461006345427295
dayofweek,미라시아_버드와이저(무제한),0.25446132721880466
month,화담숲카페_메밀미숫가루,0.25443866652974395
is_weekend,미라시아_얼그레이 하이볼,0.2541069562425557
month,느티나무 셀프BBQ_잔디그늘집 대여료 (6인석),0.2539752340398398
is_weekend,라그로타_해산물 토마토 리조또,0.2537125412941346
quarter,미라시아_코카콜라(제로),0.2534733892289877
dayofweek,라그로타_하이네켄(생),0.25335026585041437
is_holiday,담하_메밀면 사리,0.2531269892262373
season,담하_(정식) 된장찌개,0.2527975311265437
dayofweek,담하_생목살 김치찌개,0.25271095639023117
dayofyear,느티나무 셀프BBQ_잔디그늘집 대여료 (6인석),0.25228748408637486
month,담하_(정식) 비빔냉면,0.2517009540316878
year,미라시아_미라시아 브런치 (패키지),0.25160782948468435
dayofweek,미라시아_애플망고 에이드,0.2512752161563866
season,미라시아_보일링 랍스타 플래터,0.25106116825679814
dayofweek,화담숲주막_느린마을 막걸리,0.25100547218342983
is_weekend,화담숲카페_메밀미숫가루,0.25088736078702917
weekofyear,담하_(정식) 비빔냉면,0.25078684621323305
season,카페테리아_약 고추장 돌솥비빔밥,0.2498927713437246
season,카페테리아_새우 볶음밥,0.2493056024394016
quarter,담하_한우 미역국 정식,0.24907580050229508
dayofweek,화담숲주막_단호박 식혜 ,0.24897483871257992
dayofyear,화담숲카페_메밀미숫가루,0.24800707339253977
ski_season,느티나무 셀프BBQ_친환경 접시 23cm,0.24735021630268644
quarter,담하_더덕 한우 지짐,0.24602930004608137
month,화담숲주막_단호박 식혜 ,0.2450613102775103
season,카페테리아_돼지고기 김치찌개,0.24503977325547593
season,카페테리아_짜장면,0.24481668006001994
is_weekend,화담숲주막_단호박 식혜 ,0.2447300230652593
quarter,미라시아_핑크레몬에이드,0.2438502941901282
dayofweek,연회장_Convention Hall,0.2436286669340086
season,카페테리아_짬뽕,0.2433294288160206
month,화담숲카페_현미뻥스크림,0.24297802513827998
is_weekend,담하_느린마을 막걸리,0.24295485472446426
quarter,미라시아_스프라이트,0.24164855236755872
quarter,미라시아_파스타면 추가(150g),0.24164266960899006
is_weekend,느티나무 셀프BBQ_잔디그늘집 의자 추가,0.24152446091618499
dayofyear,화담숲주막_단호박 식혜 ,0.24094493766832714
weekofyear,느티나무 셀프BBQ_잔디그늘집 대여료 (6인석),0.24092579278458287
year,라그로타_모둠 해산물 플래터,0.24038761759836796
dayofyear,미라시아_파스타면 추가(150g),0.23951787082389445
dayofweek,미라시아_파스타면 추가(150g),0.2393143953943215
month,느티나무 셀프BBQ_1인 수저세트,0.23930805767253452
is_weekend,느티나무 셀프BBQ_1인 수저세트,0.239168610176867
is_weekend,담하_갱시기,0.23890981920841098
season,화담숲카페_카페라떼 ICE,0.23886287128496683
season,미라시아_코카콜라(제로),0.23881932094449645
dayofweek,연회장_삼겹살추가 (200g),0.2386772048496959
weekofyear,화담숲카페_메밀미숫가루,0.23851587620575052
dayofyear,화담숲카페_현미뻥스크림,0.23827383726947204
dayofweek,연회장_야채추가,0.23792597246356098
dayofyear,느티나무 셀프BBQ_1인 수저세트,0.2378254192679698
