메뉴1,메뉴2,상관계수
카페테리아_복숭아 아이스티,포레스트릿_코카콜라,0.9291842742255001
카페테리아_돼지고기 김치찌개,포레스트릿_아메리카노(HOT),0.9291090050320152
카페테리아_아메리카노(HOT),카페테리아_짬뽕,0.9290737145838959
카페테리아_돼지고기 김치찌개,카페테리아_짬뽕밥,0.9283631291708662
카페테리아_새우튀김 우동,포레스트릿_카페라떼(HOT),0.9281070489371318
카페테리아_짜장면,포레스트릿_치즈 핫도그,0.9276402267079056
카페테리아_새우튀김 우동,카페테리아_짜장면,0.9273946079734258
카페테리아_짬뽕밥,포레스트릿_꼬치어묵,0.9268391748216874
담하_(정식) 된장찌개,담하_담하 한우 불고기 정식,0.9268166366616524
카페테리아_구슬아이스크림,카페테리아_새우튀김 우동,0.926440848089027
카페테리아_수제 등심 돈까스,포레스트릿_페스츄리 소시지,0.925345971573369
카페테리아_카페라떼(ICE),포레스트릿_코카콜라,0.9249746712268574
화담숲주막_찹쌀식혜,화담숲주막_해물파전,0.9245659875663728
카페테리아_구슬아이스크림,카페테리아_돼지고기 김치찌개,0.9239647509157485
카페테리아_돼지고기 김치찌개,포레스트릿_꼬치어묵,0.9239475929386711
화담숲주막_병천순대,화담숲주막_찹쌀식혜,0.923946006929753
포레스트릿_생수,포레스트릿_치즈 핫도그,0.9237307716231219
카페테리아_구슬아이스크림,카페테리아_짜장면,0.9236248300532407
포레스트릿_카페라떼(HOT),포레스트릿_페스츄리 소시지,0.9234951000176649
화담숲주막_참살이 막걸리,화담숲주막_해물파전,0.9230167292101513
카페테리아_치즈돈까스,카페테리아_카페라떼(ICE),0.9228969881450914
카페테리아_새우튀김 우동,포레스트릿_페스츄리 소시지,0.9226506572136687
카페테리아_어린이 돈까스,카페테리아_짜장면,0.9219438979896821
카페테리아_짜장면,카페테리아_짬뽕밥,0.9216574269800779
카페테리아_돼지고기 김치찌개,포레스트릿_카페라떼(HOT),0.9209826879892467
카페테리아_짬뽕,포레스트릿_카페라떼(HOT),0.9208131388853638
카페테리아_돼지고기 김치찌개,카페테리아_새우튀김 우동,0.920768126793429
카페테리아_아메리카노(ICE),포레스트릿_아메리카노(HOT),0.9206543144564365
카페테리아_짜장면,포레스트릿_꼬치어묵,0.9204260716004808
카페테리아_아메리카노(ICE),포레스트릿_코카콜라,0.9201663081163269
카페테리아_아메리카노(HOT),포레스트릿_카페라떼(HOT),0.9200946879657532
카페테리아_짬뽕,포레스트릿_치즈 핫도그,0.9190985581250048
카페테리아_짬뽕밥,포레스트릿_치즈 핫도그,0.9190364075270274
카페테리아_아메리카노(ICE),카페테리아_짬뽕,0.9186022668677897
카페테리아_짬뽕밥,포레스트릿_아메리카노(HOT),0.9181916157041018
카페테리아_돼지고기 김치찌개,포레스트릿_치즈 핫도그,0.917588050031463
카페테리아_구슬아이스크림,포레스트릿_페스츄리 소시지,0.9174049368704732
포레스트릿_복숭아 아이스티,포레스트릿_코카콜라,0.9169024614880227
카페테리아_수제 등심 돈까스,카페테리아_약 고추장 돌솥비빔밥,0.9164959333589753
카페테리아_구슬아이스크림,카페테리아_카페라떼(ICE),0.9158713509567408
카페테리아_구슬아이스크림,카페테리아_복숭아 아이스티,0.9158165444362067
화담숲주막_단호박 식혜 ,화담숲주막_콜라,0.9157655070496009
카페테리아_새우튀김 우동,포레스트릿_꼬치어묵,0.9155542896599357
포레스트릿_아메리카노(ICE),포레스트릿_카페라떼(ICE),0.9152498897943961
카페테리아_아메리카노(HOT),카페테리아_짜장면,0.9152101924235333
화담숲주막_단호박 식혜 ,화담숲주막_스프라이트,0.9149010254809619
카페테리아_치즈돈까스,카페테리아_카페라떼(HOT),0.914846608812599
카페테리아_수제 등심 돈까스,카페테리아_어린이 돈까스,0.9147890315569491
카페테리아_아메리카노(HOT),포레스트릿_꼬치어묵,0.9144514668176265
카페테리아_복숭아 아이스티,포레스트릿_꼬치어묵,0.914191554029453
화담숲주막_단호박 식혜 ,화담숲주막_해물파전,0.9141005816403791
카페테리아_구슬아이스크림,카페테리아_짬뽕,0.9135968415061004
카페테리아_새우튀김 우동,카페테리아_짬뽕밥,0.9133696213242223
카페테리아_카페라떼(HOT),포레스트릿_아메리카노(HOT),0.9131366810634425
포레스트릿_꼬치어묵,포레스트릿_생수,0.9126173538410896
포레스트릿_떡볶이,포레스트릿_아메리카노(HOT),0.912030706134517
카페테리아_카페라떼(ICE),포레스트릿_꼬치어묵,0.9114574933453484
카페테리아_수제 등심 돈까스,카페테리아_카페라떼(HOT),0.9112225988404431
카페테리아_짜장면,포레스트릿_페스츄리 소시지,0.9108210104990238
카페테리아_짬뽕,포레스트릿_페스츄리 소시지,0.9102768130012893
카페테리아_구슬아이스크림,포레스트릿_떡볶이,0.9097872297163514
카페테리아_공깃밥(추가),카페테리아_돼지고기 김치찌개,0.9091932029177974
화담숲주막_단호박 식혜 ,화담숲주막_병천순대,0.9084052027849515
카페테리아_약 고추장 돌솥비빔밥,카페테리아_짜장면,0.9083026588659628
화담숲주막_느린마을 막걸리,화담숲주막_콜라,0.9080929857609638
카페테리아_복숭아 아이스티,카페테리아_짬뽕,0.9077328824448353
카페테리아_복숭아 아이스티,카페테리아_수제 등심 돈까스,0.907532371950834
카페테리아_짬뽕,카페테리아_카페라떼(HOT),0.9073856990779435
카페테리아_돼지고기 김치찌개,카페테리아_아메리카노(HOT),0.9073813448759045
카페테리아_아메리카노(ICE),카페테리아_짬뽕밥,0.9073276690678329
화담숲카페_메밀미숫가루,화담숲카페_아메리카노 ICE,0.9068887452291658
느티나무 셀프BBQ_참이슬 (단체),느티나무 셀프BBQ_카스 병(단체),0.9068725475933818
카페테리아_공깃밥(추가),카페테리아_수제 등심 돈까스,0.9066077302171797
카페테리아_복숭아 아이스티,포레스트릿_아메리카노(HOT),0.9049913362492895
화담숲주막_찹쌀식혜,화담숲카페_현미뻥스크림,0.9039753003929143
카페테리아_구슬아이스크림,카페테리아_아메리카노(HOT),0.9034391135118162
카페테리아_돼지고기 김치찌개,카페테리아_어린이 돈까스,0.9033425929474374
카페테리아_공깃밥(추가),카페테리아_치즈돈까스,0.9020563862984534
카페테리아_짬뽕,카페테리아_카페라떼(ICE),0.9017749615823332
카페테리아_공깃밥(추가),카페테리아_짜장면,0.9013389488963276
카페테리아_짬뽕밥,포레스트릿_카페라떼(HOT),0.9013174815033919
카페테리아_카페라떼(HOT),포레스트릿_카페라떼(HOT),0.9013082442665143
카페테리아_카페라떼(ICE),포레스트릿_아메리카노(HOT),0.9011884191961078
화담숲주막_찹쌀식혜,화담숲카페_메밀미숫가루,0.9001029563388149
카페테리아_아메리카노(HOT),카페테리아_아메리카노(ICE),0.8997084536010497
카페테리아_공깃밥(추가),카페테리아_짬뽕,0.8992414149391701
카페테리아_어린이 돈까스,카페테리아_치즈돈까스,0.8988730674469119
카페테리아_아메리카노(ICE),카페테리아_짜장면,0.8984830700243986
카페테리아_아메리카노(HOT),카페테리아_짬뽕밥,0.898154780617665
카페테리아_아메리카노(ICE),포레스트릿_떡볶이,0.8974221207709719
카페테리아_돼지고기 김치찌개,포레스트릿_떡볶이,0.8971248180404113
카페테리아_아메리카노(ICE),포레스트릿_카페라떼(HOT),0.8970197016929725
카페테리아_복숭아 아이스티,포레스트릿_카페라떼(HOT),0.8966399036671365
담하_공깃밥,담하_담하 한우 불고기,0.8966296901541507
포레스트릿_떡볶이,포레스트릿_카페라떼(HOT),0.8964544207720043
카페테리아_구슬아이스크림,카페테리아_짬뽕밥,0.8963868913189993
포레스트릿_스프라이트,포레스트릿_코카콜라,0.8963318585273614
화담숲주막_느린마을 막걸리,화담숲주막_스프라이트,0.8959979921920936
카페테리아_돼지고기 김치찌개,카페테리아_약 고추장 돌솥비빔밥,0.8959001526276555
카페테리아_짜장밥,카페테리아_치즈돈까스,0.8955334875762933
카페테리아_수제 등심 돈까스,카페테리아_카페라떼(ICE),0.8951386897106478
카페테리아_새우튀김 우동,포레스트릿_코카콜라,0.8935996272541207
카페테리아_돼지고기 김치찌개,카페테리아_카페라떼(HOT),0.8935760013385061
카페테리아_짜장면,카페테리아_카페라떼(HOT),0.8934751614015255
카페테리아_복숭아 아이스티,카페테리아_아메리카노(HOT),0.8934166115902664
카페테리아_복숭아 아이스티,카페테리아_짜장면,0.8928362588900312
카페테리아_새우튀김 우동,카페테리아_짜장밥,0.892820962282576
카페테리아_새우튀김 우동,포레스트릿_치즈 핫도그,0.8927235224815784
카페테리아_복숭아 아이스티,포레스트릿_치즈 핫도그,0.8925802315960121
카페테리아_짬뽕밥,포레스트릿_떡볶이,0.892475292649935
카페테리아_약 고추장 돌솥비빔밥,카페테리아_치즈돈까스,0.8923391386311292
카페테리아_치즈돈까스,포레스트릿_떡볶이,0.8922761444362154
화담숲카페_메밀미숫가루,화담숲카페_현미뻥스크림,0.8917890813136871
카페테리아_약 고추장 돌솥비빔밥,카페테리아_짬뽕,0.8916779953660569
카페테리아_카페라떼(ICE),포레스트릿_카페라떼(HOT),0.8912645445755493
포레스트릿_복숭아 아이스티,포레스트릿_아메리카노(ICE),0.8901047401729599
카페테리아_공깃밥(추가),포레스트릿_아메리카노(HOT),0.8897602229834217
포레스트릿_꼬치어묵,포레스트릿_코카콜라,0.8896830651468172
카페테리아_카페라떼(ICE),포레스트릿_치즈 핫도그,0.8896600089868937
포레스트릿_떡볶이,포레스트릿_페스츄리 소시지,0.8893508653227764
카페테리아_어린이 돈까스,포레스트릿_아메리카노(HOT),0.8893118704860801
화담숲주막_스프라이트,화담숲카페_현미뻥스크림,0.888898018732774
카페테리아_돼지고기 김치찌개,포레스트릿_페스츄리 소시지,0.8888628925001149
카페테리아_돼지고기 김치찌개,카페테리아_아메리카노(ICE),0.8885918215709168
카페테리아_치즈돈까스,포레스트릿_코카콜라,0.8882823307625521
느티나무 셀프BBQ_스프라이트 (단체),느티나무 셀프BBQ_카스 병(단체),0.888089683534124
느티나무 셀프BBQ_카스 병(단체),느티나무 셀프BBQ_콜라 (단체),0.8869529162631071
카페테리아_카페라떼(HOT),포레스트릿_꼬치어묵,0.8867026983627664
카페테리아_공깃밥(추가),포레스트릿_카페라떼(HOT),0.886614175542436
화담숲주막_단호박 식혜 ,화담숲카페_메밀미숫가루,0.8864111202986376
카페테리아_복숭아 아이스티,카페테리아_짬뽕밥,0.8862664619688493
카페테리아_짬뽕밥,포레스트릿_페스츄리 소시지,0.8861701130505348
카페테리아_짬뽕,포레스트릿_떡볶이,0.8856223088710378
화담숲주막_해물파전,화담숲카페_메밀미숫가루,0.8847619708628218
카페테리아_짜장면,카페테리아_짜장밥,0.8846911249128264
화담숲주막_콜라,화담숲카페_현미뻥스크림,0.8843199540304156
카페테리아_짜장면,포레스트릿_떡볶이,0.8843139314356768
카페테리아_어린이 돈까스,포레스트릿_카페라떼(HOT),0.8838923674612471
카페테리아_짜장면,카페테리아_카페라떼(ICE),0.8831462407307977
카페테리아_짜장밥,카페테리아_짬뽕,0.8831302759595964
카페테리아_복숭아 아이스티,포레스트릿_복숭아 아이스티,0.8831196330992019
카페테리아_약 고추장 돌솥비빔밥,포레스트릿_아메리카노(HOT),0.8826736487013013
화담숲주막_콜라,화담숲카페_메밀미숫가루,0.8815863908778441
화담숲주막_병천순대,화담숲카페_메밀미숫가루,0.8815468522663017
카페테리아_공깃밥(추가),카페테리아_새우튀김 우동,0.8813916774672871
카페테리아_복숭아 아이스티,카페테리아_짜장밥,0.8810616823697044
카페테리아_새우 볶음밥,카페테리아_수제 등심 돈까스,0.8810347416672342
포레스트릿_치즈 핫도그,포레스트릿_코카콜라,0.8807393560044438
포레스트릿_아메리카노(ICE),포레스트릿_코카콜라,0.8805490976201413
화담숲주막_느린마을 막걸리,화담숲주막_찹쌀식혜,0.8804650145252201
카페테리아_어린이 돈까스,카페테리아_짬뽕,0.8804317783269481
카페테리아_아메리카노(HOT),카페테리아_카페라떼(ICE),0.8803809218986519
카페테리아_구슬아이스크림,카페테리아_카페라떼(HOT),0.879793313985234
포레스트릿_복숭아 아이스티,포레스트릿_페스츄리 소시지,0.8790941849486028
카페테리아_아메리카노(HOT),포레스트릿_치즈 핫도그,0.8787713603970736
카페테리아_아메리카노(HOT),포레스트릿_페스츄리 소시지,0.8786670428022505
포레스트릿_스프라이트,포레스트릿_페스츄리 소시지,0.8785085032097136
카페테리아_공깃밥(추가),카페테리아_아메리카노(HOT),0.8779908277469171
카페테리아_짬뽕밥,카페테리아_카페라떼(HOT),0.8769358750814806
카페테리아_약 고추장 돌솥비빔밥,카페테리아_짬뽕밥,0.876325375960963
카페테리아_돼지고기 김치찌개,카페테리아_새우 볶음밥,0.8763168399929878
화담숲주막_병천순대,화담숲카페_현미뻥스크림,0.8761679444288605
카페테리아_약 고추장 돌솥비빔밥,카페테리아_어린이 돈까스,0.8760389956027589
카페테리아_카페라떼(ICE),포레스트릿_복숭아 아이스티,0.8760105861146861
카페테리아_약 고추장 돌솥비빔밥,포레스트릿_카페라떼(HOT),0.8759366648070334
카페테리아_돼지고기 김치찌개,카페테리아_복숭아 아이스티,0.8757385695233194
카페테리아_어린이 돈까스,포레스트릿_치즈 핫도그,0.8740467448407568
포레스트릿_아메리카노(HOT),포레스트릿_코카콜라,0.8734848483758045
화담숲주막_느린마을 막걸리,화담숲주막_단호박 식혜 ,0.8732596522059161
카페테리아_공깃밥(추가),카페테리아_구슬아이스크림,0.8727386803956292
화담숲주막_스프라이트,화담숲카페_메밀미숫가루,0.8715843081731497
카페테리아_약 고추장 돌솥비빔밥,포레스트릿_치즈 핫도그,0.8714654863062805
카페테리아_수제 등심 돈까스,카페테리아_짜장밥,0.8710602929758381
카페테리아_어린이 돈까스,카페테리아_짬뽕밥,0.8705481467802886
카페테리아_공깃밥(추가),카페테리아_짬뽕밥,0.8702195160166356
카페테리아_카페라떼(ICE),포레스트릿_스프라이트,0.8699991892355947
카페테리아_새우 볶음밥,포레스트릿_떡볶이,0.8686196822723264
카페테리아_구슬아이스크림,포레스트릿_코카콜라,0.8685641162002201
카페테리아_짜장밥,카페테리아_카페라떼(ICE),0.8683334780910034
포레스트릿_스프라이트,포레스트릿_아메리카노(ICE),0.8676912715581271
카페테리아_공깃밥(추가),포레스트릿_꼬치어묵,0.8673901733866654
포레스트릿_아메리카노(ICE),포레스트릿_치즈 핫도그,0.8668991227602038
느티나무 셀프BBQ_참이슬 (단체),느티나무 셀프BBQ_콜라 (단체),0.8660194562911939
카페테리아_짬뽕밥,카페테리아_카페라떼(ICE),0.8659098078828597
카페테리아_수제 등심 돈까스,포레스트릿_생수,0.8654800837415345
포레스트릿_아메리카노(ICE),포레스트릿_페스츄리 소시지,0.8649532581933959
카페테리아_공깃밥(추가),카페테리아_카페라떼(HOT),0.8649503369346978
카페테리아_돼지고기 김치찌개,카페테리아_카페라떼(ICE),0.8648408821242973
포레스트릿_생수,포레스트릿_페스츄리 소시지,0.8647271169562801
포레스트릿_생수,포레스트릿_아메리카노(ICE),0.8645829381599187
화담숲주막_느린마을 막걸리,화담숲카페_메밀미숫가루,0.8644536939195038
화담숲주막_참살이 막걸리,화담숲주막_콜라,0.864081349121899
카페테리아_아메리카노(ICE),포레스트릿_생수,0.8639845956721999
카페테리아_공깃밥(추가),포레스트릿_치즈 핫도그,0.8638007851856643
카페테리아_아메리카노(ICE),포레스트릿_스프라이트,0.8633567332485911
화담숲주막_해물파전,화담숲카페_현미뻥스크림,0.8626847864348935
카페테리아_어린이 돈까스,포레스트릿_꼬치어묵,0.8619316497125861
카페테리아_아메리카노(ICE),카페테리아_카페라떼(HOT),0.8617962267720463
카페테리아_구슬아이스크림,카페테리아_어린이 돈까스,0.8615204439234744
카페테리아_짜장밥,포레스트릿_페스츄리 소시지,0.8612127777466555
카페테리아_새우 볶음밥,포레스트릿_치즈 핫도그,0.8604552838922273
포레스트릿_카페라떼(HOT),포레스트릿_코카콜라,0.8604060135394442
카페테리아_복숭아 아이스티,포레스트릿_스프라이트,0.8596103044612919
카페테리아_아메리카노(ICE),포레스트릿_복숭아 아이스티,0.8592820934987467
카페테리아_새우 볶음밥,카페테리아_짜장면,0.8591359715173472
화담숲주막_스프라이트,화담숲주막_참살이 막걸리,0.8590130627245747
카페테리아_아메리카노(ICE),카페테리아_짜장밥,0.8586249629117277
카페테리아_약 고추장 돌솥비빔밥,포레스트릿_꼬치어묵,0.8578046439081747
카페테리아_복숭아 아이스티,카페테리아_카페라떼(HOT),0.8576299921402435
화담숲주막_단호박 식혜 ,화담숲카페_현미뻥스크림,0.8573493660276574
카페테리아_새우튀김 우동,포레스트릿_복숭아 아이스티,0.8564623358315832
카페테리아_새우튀김 우동,카페테리아_어린이 돈까스,0.8563813182063124
카페테리아_돼지고기 김치찌개,카페테리아_짜장밥,0.856073415403758
카페테리아_구슬아이스크림,카페테리아_짜장밥,0.8559952516101155
느티나무 셀프BBQ_스프라이트 (단체),느티나무 셀프BBQ_참이슬 (단체),0.8557377959053527
카페테리아_공깃밥(추가),카페테리아_어린이 돈까스,0.8554788846222053
카페테리아_짜장밥,포레스트릿_아메리카노(HOT),0.8550977743701931
카페테리아_치즈돈까스,포레스트릿_복숭아 아이스티,0.8534717725273928
화담숲주막_참살이 막걸리,화담숲주막_찹쌀식혜,0.8524864900505033
카페테리아_구슬아이스크림,포레스트릿_복숭아 아이스티,0.8524430722163262
카페테리아_새우 볶음밥,카페테리아_짬뽕밥,0.8520623580933373
카페테리아_아메리카노(HOT),포레스트릿_떡볶이,0.8517204381116074
카페테리아_구슬아이스크림,카페테리아_약 고추장 돌솥비빔밥,0.8509338383731517
카페테리아_새우 볶음밥,카페테리아_약 고추장 돌솥비빔밥,0.8504147828390382
카페테리아_새우 볶음밥,포레스트릿_꼬치어묵,0.8500522565835322
카페테리아_새우 볶음밥,카페테리아_어린이 돈까스,0.8498221608587399
카페테리아_아메리카노(HOT),카페테리아_짜장밥,0.8493425592975323
카페테리아_새우 볶음밥,카페테리아_치즈돈까스,0.8489078874511247
카페테리아_어린이 돈까스,포레스트릿_페스츄리 소시지,0.8485774032406278
카페테리아_공깃밥(추가),카페테리아_약 고추장 돌솥비빔밥,0.8480851324837398
카페테리아_구슬아이스크림,포레스트릿_생수,0.8479414133783485
카페테리아_수제 등심 돈까스,포레스트릿_코카콜라,0.8478730306650628
카페테리아_짜장밥,포레스트릿_카페라떼(HOT),0.8477228378843359
포레스트릿_생수,포레스트릿_코카콜라,0.847666110368787
카페테리아_카페라떼(HOT),카페테리아_카페라떼(ICE),0.8473349002951518
카페테리아_카페라떼(HOT),포레스트릿_페스츄리 소시지,0.8470540851773459
화담숲카페_메밀미숫가루,화담숲카페_카페라떼 ICE,0.8465368093121693
카페테리아_카페라떼(HOT),포레스트릿_치즈 핫도그,0.8464074098947545
카페테리아_공깃밥(추가),카페테리아_아메리카노(ICE),0.8457554510351178
카페테리아_새우 볶음밥,포레스트릿_아메리카노(HOT),0.8457347350111889
카페테리아_아메리카노(HOT),카페테리아_어린이 돈까스,0.8452968015676742
카페테리아_짬뽕,포레스트릿_코카콜라,0.8452267245482517
카페테리아_아메리카노(ICE),포레스트릿_아메리카노(ICE),0.8451790130810573
카페테리아_구슬아이스크림,카페테리아_새우 볶음밥,0.8444127050787811
카페테리아_새우 볶음밥,카페테리아_짬뽕,0.8440778201067086
카페테리아_치즈돈까스,포레스트릿_생수,0.8440515356369739
화담숲주막_단호박 식혜 ,화담숲주막_참살이 막걸리,0.8439363354271056
화담숲주막_찹쌀식혜,화담숲카페_아메리카노 ICE,0.8439040507965619
카페테리아_복숭아 아이스티,카페테리아_샷 추가,0.8437419021101469
화담숲주막_느린마을 막걸리,화담숲카페_현미뻥스크림,0.8431822614661735
카페테리아_카페라떼(ICE),포레스트릿_떡볶이,0.8429752735172907
카페테리아_새우 볶음밥,포레스트릿_카페라떼(HOT),0.8429114918349057
카페테리아_짜장면,포레스트릿_코카콜라,0.8423770739764019
포레스트릿_생수,포레스트릿_아메리카노(HOT),0.8412637783316298
카페테리아_복숭아 아이스티,포레스트릿_떡볶이,0.8404183851571374
카페테리아_어린이 돈까스,포레스트릿_떡볶이,0.8403598358007687
화담숲카페_아메리카노 ICE,화담숲카페_현미뻥스크림,0.8400732959369553
화담숲주막_참살이 막걸리,화담숲카페_메밀미숫가루,0.8393728068534813
카페테리아_공깃밥(추가),포레스트릿_페스츄리 소시지,0.8389265978821436
카페테리아_새우튀김 우동,포레스트릿_떡볶이,0.8368174122963234
카페테리아_공깃밥(추가),카페테리아_짜장밥,0.8366964919626646
카페테리아_약 고추장 돌솥비빔밥,포레스트릿_떡볶이,0.8363815680109193
카페테리아_어린이 돈까스,카페테리아_짜장밥,0.8360979440787976
카페테리아_공깃밥(추가),카페테리아_복숭아 아이스티,0.8353431206483701
카페테리아_짜장밥,카페테리아_짬뽕밥,0.8351743031031765
화담숲주막_단호박 식혜 ,화담숲카페_아메리카노 ICE,0.8351271092836625
